Combination_ID,min_samples_split,min_samples_leaf,max_depth,f1,accuracy,precision,recall
1,4,1,11,0.7090391789360133,0.7212571372332466,0.7411043170387841,0.6798359946509324
2,4,2,13,0.7005052489526804,0.7136571437606635,0.7337690683365379,0.6702018665439101
