Combination_ID,min_samples_split,min_samples_leaf,max_depth,f1,accuracy,precision,recall
1,10,2,13,0.888662200578927,0.9232111692844677,0.9101233125107243,0.8682306654310752
2,4,3,15,0.8648525176454406,0.9069226294357184,0.8849319310352454,0.8467866491082606
3,2,5,5,0.9123995561833675,0.939499709133217,0.9313730948595164,0.8946333056951015
