Combination_ID,min_samples_split,min_samples_leaf,max_depth,f1,accuracy,precision,recall
1,6,2,13,0.6912971807088392,0.7083571302346963,0.7333034037268757,0.6539490433630473
2,8,3,15,0.6845286991102199,0.6981428403684141,0.7159451094670818,0.6558440176690856
