Combination_ID,n_estimators,min_samples_split,min_samples_leaf,max_depth,f1,accuracy,precision,recall
1,400,6,3,8,0.7168396288452966,0.7334642619469379,0.7634788295360728,0.6755816729357905
2,400,8,1,8,0.716938996524673,0.7336428263601918,0.7638678088899827,0.6754743806412882
